"","Quarter","gsl","states","entities","sumlevel","program_label","program","sub_program","name","code","total_units","pct_occupied","number_reported","pct_reported","months_since_report","pct_movein","people_per_unit","people_total","rent_per_month","spending_per_month","hh_income","person_income","pct_lt5k","pct_5k_lt10k","pct_10k_lt15k","pct_15k_lt20k","pct_ge20k","pct_wage_major","pct_welfare_major","pct_other_major","pct_median","pct_lt50_median","pct_lt30_median","pct_2adults","pct_1adult","pct_female_head","pct_female_head_child","pct_disabled_lt62","pct_disabled_ge62","pct_disabled_all","pct_lt24_head","pct_age25_50","pct_age51_61","pct_age62plus","pct_age85plus","pct_minority","pct_black_nonhsp","pct_native_american_nonhsp","pct_asian_pacific_nonhsp","pct_white_nothsp","pct_black_hsp","pct_wht_hsp","pct_oth_hsp","pct_hispanic","pct_multi","months_waiting","months_from_movein","pct_utility_allow","ave_util_allow","pct_bed1","pct_bed2","pct_bed3","pct_overhoused","tpoverty","tminority","tpct_ownsfd","fedhse","cbsa","place","latitude","longitude","state","pha_total_units","ha_size"
"15",2021-12-31,"City","NJ New Jersey","3401900 ASBURY CDP",8,"Summary of All HUD Programs",1,"NA","NJ ASBURY CDP","3401900",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","01900","NA","NA","NJ","NA","NA"
"16",2021-12-31,"City","NJ New Jersey","3401900 ASBURY CDP",8,"Housing Choice Vouchers",3,"NA","NJ ASBURY CDP","3401900",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","01900","NA","NA","NJ","NA","NA"
"17",2021-12-31,"City","NJ New Jersey","3401960 ASBURY PARK CITY",8,"Summary of All HUD Programs",1,"NA","NJ ASBURY PARK CITY","3401960",1871,88,1371,100,7,8,1.7,2326,448,1042,18009,10615,3,18,29,14,35,21,1,74,21,96,78,1,21,68,20,27,29,19,1,28,15,56,7,69,61,0,1,30,1,4,2,7,0,30,123,63,85,66,19,15,8,26,80,30,"NA","NA","01960","NA","NA","NJ","NA","NA"
"18",2021-12-31,"City","NJ New Jersey","3401960 ASBURY PARK CITY",8,"Public Housing",2,"NA","NJ ASBURY PARK CITY","3401960",274,86,189,80,7,7,1.3,238,323,599,13776,10939,2,28,43,11,16,10,2,86,17,98,93,-1,6,56,5,53,44,39,1,6,20,73,8,92,85,-1,2,8,2,3,1,5,1,7,132,-1,-1,86,14,1,4,20,79,47,"NA","NA","01960","NA","NA","NJ","NA","NA"
"19",2021-12-31,"City","NJ New Jersey","3401960 ASBURY PARK CITY",8,"Housing Choice Vouchers",3,"NA","NJ ASBURY PARK CITY","3401960",818,87,705,99,6,4,2,1382,479,1051,19146,9767,3,18,25,14,40,26,1,69,22,97,75,1,28,78,28,29,36,21,1,36,18,45,7,67,57,0,0,33,1,7,0,9,0,40,136,64,127,56,22,22,10,22,78,29,"NA","NA","01960","NA","NA","NJ","NA","NA"
"20",2021-12-31,"City","NJ New Jersey","3401960 ASBURY PARK CITY",8,"Project Based Section 8",5,"NA","NJ ASBURY PARK CITY","3401960",428,93,406,100,7,11,1.6,630,381,1270,16118,10387,5,17,34,14,30,20,1,72,20,96,83,1,19,62,18,12,19,10,2,29,8,61,6,70,65,0,0,27,0,0,4,5,0,-1,112,100,38,70,18,11,8,35,83,22,"NA","NA","01960","NA","NA","NJ","NA","NA"
"21",2021-12-31,"City","NJ New Jersey","3401960 ASBURY PARK CITY",8,"S236/BMIR",7,"NA","NJ ASBURY PARK CITY","3401960",339,-5,62,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,"NA","NA","01960","NA","NA","NJ","NA","NA"
"22",2021-12-31,"City","NJ New Jersey","3401960 ASBURY PARK CITY",8,"811/PRAC",9,"NA","NJ ASBURY PARK CITY","3401960",11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","01960","NA","NA","NJ","NA","NA"
"23",2021-12-31,"City","NJ New Jersey","3401990 ASHLAND CDP",8,"Summary of All HUD Programs",1,"NA","NJ ASHLAND CDP","3401990",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","01990","NA","NA","NJ","NA","NA"
"24",2021-12-31,"City","NJ New Jersey","3401990 ASHLAND CDP",8,"Housing Choice Vouchers",3,"NA","NJ ASHLAND CDP","3401990",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","01990","NA","NA","NJ","NA","NA"
"25",2021-12-31,"City","NJ New Jersey","3402080 ATLANTIC CITY CITY",8,"Summary of All HUD Programs",1,"NA","NJ ATLANTIC CITY CITY","3402080",4748,91,4197,97,7,9,1.7,7328,337,923,14334,8209,7,23,33,14,23,17,2,74,22,95,77,1,27,68,26,34,41,24,3,36,19,42,3,87,61,1,4,12,3,10,9,21,1,30,116,66,112,56,27,17,11,40,89,14,"NA","NA","02080","NA","NA","NJ","NA","NA"
"26",2021-12-31,"City","NJ New Jersey","3402080 ATLANTIC CITY CITY",8,"Public Housing",2,"NA","NJ ATLANTIC CITY CITY","3402080",1474,94,1313,95,8,8,1.6,2050,312,951,13651,8744,6,28,35,14,17,13,1,78,22,95,81,1,16,61,16,59,72,44,1,30,30,40,2,87,73,1,2,13,3,7,2,12,1,31,124,34,136,68,20,12,6,36,86,10,"NA","NA","02080","NA","NA","NJ","NA","NA"
"27",2021-12-31,"City","NJ New Jersey","3402080 ATLANTIC CITY CITY",8,"Housing Choice Vouchers",3,"NA","NJ ATLANTIC CITY CITY","3402080",1319,82,1037,96,7,10,2,2076,387,816,15831,7908,7,20,28,15,30,22,3,69,24,94,70,1,34,74,32,27,53,22,2,43,20,36,3,80,64,0,3,20,2,9,2,13,1,30,97,70,139,50,25,25,12,35,86,18,"NA","NA","02080","NA","NA","NJ","NA","NA"
"28",2021-12-31,"City","NJ New Jersey","3402080 ATLANTIC CITY CITY",8,"Project Based Section 8",5,"NA","NJ ATLANTIC CITY CITY","3402080",1953,95,1846,100,7,9,1.7,3201,326,965,13985,8065,8,22,35,13,23,18,2,74,22,96,78,1,31,70,30,19,17,12,4,37,12,47,4,90,50,1,6,7,3,12,17,32,1,-1,122,86,93,52,33,16,15,47,92,15,"NA","NA","02080","NA","NA","NJ","NA","NA"
"29",2021-12-31,"City","NJ New Jersey","3402080 ATLANTIC CITY CITY",8,"811/PRAC",9,"NA","NJ ATLANTIC CITY CITY","3402080",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","02080","NA","NA","NJ","NA","NA"
"30",2021-12-31,"City","NJ New Jersey","3402110 ATLANTIC HIGHLANDS BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ ATLANTIC HIGHLANDS BOROUGH","3402110",9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","02110","NA","NA","NJ","NA","NA"
"31",2021-12-31,"City","NJ New Jersey","3402110 ATLANTIC HIGHLANDS BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ ATLANTIC HIGHLANDS BOROUGH","3402110",9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","02110","NA","NA","NJ","NA","NA"
"32",2021-12-31,"City","NJ New Jersey","3402200 AUDUBON BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ AUDUBON BOROUGH","3402200",139,93,134,100,7,19,1.1,141,377,841,17073,16225,-1,15,31,25,30,1,-1,99,25,96,71,-1,1,67,-1,73,5,11,-1,4,4,92,22,26,15,-1,1,70,1,3,5,10,1,-1,90,100,45,98,1,1,1,6,5,51,"NA","NA","02200","NA","NA","NJ","NA","NA"
"33",2021-12-31,"City","NJ New Jersey","3402200 AUDUBON BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ AUDUBON BOROUGH","3402200",15,95,15,100,6,-1,1.3,19,384,949,13871,10951,-1,53,27,-1,20,13,-1,87,20,100,87,-1,7,47,-1,67,83,63,-1,20,40,40,-1,80,60,-1,-1,20,13,7,-1,20,7,-1,95,100,70,80,13,7,7,3,7,67,"NA","NA","02200","NA","NA","NJ","NA","NA"
"34",2021-12-31,"City","NJ New Jersey","3402200 AUDUBON BOROUGH",8,"Project Based Section 8",5,"NA","NJ AUDUBON BOROUGH","3402200",123,93,119,100,7,21,1,122,377,827,17476,17046,-1,10,31,28,31,-1,-1,100,26,96,69,-1,-1,70,-1,100,1,2,-1,2,-1,98,25,19,9,-1,2,76,-1,3,6,8,0,-1,90,100,41,100,-1,-1,-1,6,5,49,"NA","NA","02200","NA","NA","NJ","NA","NA"
"35",2021-12-31,"City","NJ New Jersey","3402350 AVENEL CDP",8,"Summary of All HUD Programs",1,"NA","NJ AVENEL CDP","3402350",207,98,220,100,6,8,2.2,490,593,932,23245,10437,4,13,14,15,54,35,0,61,23,96,73,2,45,85,45,31,41,23,1,53,26,20,4,75,48,-1,0,25,3,23,1,27,0,32,131,100,120,39,33,28,5,13,58,38,"NA","NA","02350","NA","NA","NJ","NA","NA"
"36",2021-12-31,"City","NJ New Jersey","3402350 AVENEL CDP",8,"Housing Choice Vouchers",3,"NA","NJ AVENEL CDP","3402350",207,98,220,100,6,8,2.2,490,593,932,23245,10437,4,13,14,15,54,35,0,61,23,96,73,2,45,85,45,31,41,23,1,53,26,20,4,75,48,-1,0,25,3,23,1,27,0,32,131,100,120,39,33,28,5,13,58,38,"NA","NA","02350","NA","NA","NJ","NA","NA"
"37",2021-12-31,"City","NJ New Jersey","3402440 AVON-BY-THE-SEA BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ AVON-BY-THE-SEA BOROUGH","3402440",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","02440","NA","NA","NJ","NA","NA"
"38",2021-12-31,"City","NJ New Jersey","3402440 AVON-BY-THE-SEA BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ AVON-BY-THE-SEA BOROUGH","3402440",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","02440","NA","NA","NJ","NA","NA"
"39",2021-12-31,"City","NJ New Jersey","3402880 BARCLAY CDP",8,"Summary of All HUD Programs",1,"NA","NJ BARCLAY CDP","3402880",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","02880","NA","NA","NJ","NA","NA"
"40",2021-12-31,"City","NJ New Jersey","3402880 BARCLAY CDP",8,"Housing Choice Vouchers",3,"NA","NJ BARCLAY CDP","3402880",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","02880","NA","NA","NJ","NA","NA"
"41",2021-12-31,"City","NJ New Jersey","3403040 BARNEGAT CDP",8,"Summary of All HUD Programs",1,"NA","NJ BARNEGAT CDP","3403040",23,95,23,100,5,4,2.7,63,475,969,18023,6580,14,19,24,-1,43,39,-1,43,19,96,74,13,35,91,43,32,100,21,4,61,30,4,-1,57,39,-1,-1,43,4,13,-1,17,4,-1,93,100,187,26,35,39,9,11,13,67,"NA","NA","03040","NA","NA","NJ","NA","NA"
"42",2021-12-31,"City","NJ New Jersey","3403040 BARNEGAT CDP",8,"Housing Choice Vouchers",3,"NA","NJ BARNEGAT CDP","3403040",23,95,23,100,5,4,2.7,63,475,969,18023,6580,14,19,24,-1,43,39,-1,43,19,96,74,13,35,91,43,32,100,21,4,61,30,4,-1,57,39,-1,-1,43,4,13,-1,17,4,-1,93,100,187,26,35,39,9,11,13,67,"NA","NA","03040","NA","NA","NJ","NA","NA"
"43",2021-12-31,"City","NJ New Jersey","3403130 BARNEGAT LIGHT BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ BARNEGAT LIGHT BOROUGH","3403130",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","03130","NA","NA","NJ","NA","NA"
"44",2021-12-31,"City","NJ New Jersey","3403130 BARNEGAT LIGHT BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ BARNEGAT LIGHT BOROUGH","3403130",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","03130","NA","NA","NJ","NA","NA"
"45",2021-12-31,"City","NJ New Jersey","3403250 BARRINGTON BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ BARRINGTON BOROUGH","3403250",14,95,14,100,6,7,1.3,18,402,977,13691,10649,-1,15,54,15,15,14,-1,79,20,100,86,-1,14,64,14,67,88,61,-1,36,7,57,7,64,43,-1,-1,36,7,14,-1,21,0,-1,105,100,81,64,36,-1,21,6,13,58,"NA","NA","03250","NA","NA","NJ","NA","NA"
"46",2021-12-31,"City","NJ New Jersey","3403250 BARRINGTON BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ BARRINGTON BOROUGH","3403250",14,95,14,100,6,7,1.3,18,402,977,13691,10649,-1,15,54,15,15,14,-1,79,20,100,86,-1,14,64,14,67,88,61,-1,36,7,57,7,64,43,-1,-1,36,7,14,-1,21,0,-1,105,100,81,64,36,-1,21,6,13,58,"NA","NA","03250","NA","NA","NJ","NA","NA"
"47",2021-12-31,"City","NJ New Jersey","3403520 BAY HEAD BOROUGH",8,"Summary of All HUD Programs",1,"NA","NJ BAY HEAD BOROUGH","3403520",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","03520","NA","NA","NJ","NA","NA"
"48",2021-12-31,"City","NJ New Jersey","3403520 BAY HEAD BOROUGH",8,"Housing Choice Vouchers",3,"NA","NJ BAY HEAD BOROUGH","3403520",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","03520","NA","NA","NJ","NA","NA"
"49",2021-12-31,"City","NJ New Jersey","3403580 BAYONNE CITY",8,"Summary of All HUD Programs",1,"NA","NJ BAYONNE CITY","3403580",2179,93,2251,100,6,7,1.9,4352,435,844,18261,9445,5,20,28,13,34,25,1,72,22,95,78,6,22,69,22,33,43,23,2,32,22,45,4,56,18,0,1,43,1,35,1,37,0,67,143,35,98,53,29,18,9,19,45,12,"NA","NA","03580","NA","NA","NJ","NA","NA"
"50",2021-12-31,"City","NJ New Jersey","3403580 BAYONNE CITY",8,"Public Housing",2,"NA","NJ BAYONNE CITY","3403580",1268,96,1204,99,6,5,2,2395,448,406,18916,9509,5,19,28,13,36,28,1,70,23,95,76,8,19,65,18,26,37,18,1,28,21,50,5,51,15,0,2,49,1,34,0,35,0,68,162,-1,-1,55,29,16,5,20,46,11,"NA","NA","03580","NA","NA","NJ","NA","NA"
"51",2021-12-31,"City","NJ New Jersey","3403580 BAYONNE CITY",8,"Housing Choice Vouchers",3,"NA","NJ BAYONNE CITY","3403580",514,89,668,100,5,8,2.1,1429,463,1568,19007,8885,5,21,22,14,38,26,2,70,23,94,76,3,36,81,35,38,73,28,3,46,27,25,1,72,29,0,1,28,2,39,1,42,1,67,117,97,108,37,36,27,15,14,45,14,"NA","NA","03580","NA","NA","NJ","NA","NA"
"52",2021-12-31,"City","NJ New Jersey","3403580 BAYONNE CITY",8,"Mod Rehab",4,"NA","NJ BAYONNE CITY","3403580",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","NA","03580","NA","NA","NJ","NA","NA"
