Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-22,City,NJ New Jersey,3401030 ALPHA BOROUGH,8,Summary of All HUD Programs,1,NA,NJ ALPHA BOROUGH,3401030,27,98,26,99,5,-1,2.0,53,502,840,21669,10630,12,12,23,12,42,31,-1,69,24,88,69,-1,35,81,31,27,64,23,-1,38,19,42,15,15,4,-1,-1,85,-1,12,-1,12,0,-1,133,100,137,38,50,12,12,6,11,69,NA,NA,01030,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401030 ALPHA BOROUGH,8,Housing Choice Vouchers,3,NA,NJ ALPHA BOROUGH,3401030,27,98,26,99,5,-1,2.0,53,502,840,21669,10630,12,12,23,12,42,31,-1,69,24,88,69,-1,35,81,31,27,64,23,-1,38,19,42,15,15,4,-1,-1,85,-1,12,-1,12,0,-1,133,100,137,38,50,12,12,6,11,69,NA,NA,01030,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401480 ANNANDALE CDP,8,Summary of All HUD Programs,1,NA,NJ ANNANDALE CDP,3401480,16,84,15,100,5,7,1.5,23,445,1133,18621,12144,-1,-1,50,14,36,13,-1,80,19,100,80,-1,20,80,20,43,75,43,-1,40,7,53,7,13,7,-1,-1,87,-1,7,-1,7,0,-1,106,100,178,53,33,13,20,3,24,89,NA,NA,01480,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401480 ANNANDALE CDP,8,Housing Choice Vouchers,3,NA,NJ ANNANDALE CDP,3401480,16,84,15,100,5,7,1.5,23,445,1133,18621,12144,-1,-1,50,14,36,13,-1,80,19,100,80,-1,20,80,20,43,75,43,-1,40,7,53,7,13,7,-1,-1,87,-1,7,-1,7,0,-1,106,100,178,53,33,13,20,3,24,89,NA,NA,01480,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401900 ASBURY CDP,8,Summary of All HUD Programs,1,NA,NJ ASBURY CDP,3401900,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01900,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401900 ASBURY CDP,8,Housing Choice Vouchers,3,NA,NJ ASBURY CDP,3401900,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01900,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,Summary of All HUD Programs,1,NA,NJ ASBURY PARK CITY,3401960,1634,88,1367,95,7,6,1.7,2303,453,1066,18434,10942,4,10,34,15,37,26,1,67,20,97,79,1,22,69,21,25,31,19,2,29,16,53,6,73,65,0,1,26,2,4,1,7,1,13,132,58,86,63,23,14,10,27,81,30,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,Public Housing,2,NA,NJ ASBURY PARK CITY,3401960,400,94,315,84,7,6,1.5,464,373,781,15782,10714,4,13,42,16,26,22,1,72,18,98,88,-1,16,63,15,29,42,26,3,22,21,55,6,92,85,-1,1,8,3,2,0,5,2,17,132,-1,-1,67,28,5,10,28,85,40,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,Housing Choice Vouchers,3,NA,NJ ASBURY PARK CITY,3401960,797,84,650,97,7,6,1.9,1221,503,1077,19997,10646,4,10,27,15,44,28,1,66,22,96,75,1,26,76,26,27,35,20,1,33,18,48,7,66,56,0,0,34,2,7,0,9,1,11,142,64,125,57,22,21,11,22,77,28,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,Project Based Section 8,5,NA,NJ ASBURY PARK CITY,3401960,427,91,383,98,6,4,1.6,598,426,1305,18064,11569,4,8,38,15,35,27,1,65,20,96,79,1,20,63,19,12,17,10,2,30,9,60,6,70,64,0,1,25,0,1,4,5,1,-1,119,100,43,69,20,11,9,35,84,22,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,S236/BMIR,7,NA,NJ ASBURY PARK CITY,3401960,0,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,811/PRAC,9,NA,NJ ASBURY PARK CITY,3401960,11,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401990 ASHLAND CDP,8,Summary of All HUD Programs,1,NA,NJ ASHLAND CDP,3401990,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01990,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401990 ASHLAND CDP,8,Housing Choice Vouchers,3,NA,NJ ASHLAND CDP,3401990,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01990,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3401990 ASHLAND CDP,8,811/PRAC,9,NA,NJ ASHLAND CDP,3401990,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01990,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402080 ATLANTIC CITY CITY,8,Summary of All HUD Programs,1,NA,NJ ATLANTIC CITY CITY,3402080,4825,91,4173,95,7,6,1.8,7328,356,826,15229,8672,7,12,40,14,28,22,3,66,23,93,73,1,28,69,26,32,41,23,2,36,19,43,3,87,61,1,4,12,3,10,9,22,1,26,120,65,110,55,28,17,13,40,88,15,NA,NA,02080,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402080 ATLANTIC CITY CITY,8,Public Housing,2,NA,NJ ATLANTIC CITY CITY,3402080,1459,90,1237,95,7,3,1.6,1941,348,606,15434,9836,4,9,50,14,24,18,1,72,24,92,75,1,17,61,16,55,73,43,1,29,29,42,3,87,72,1,2,13,4,7,2,13,1,36,133,34,140,67,20,13,8,36,87,10,NA,NA,02080,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402080 ATLANTIC CITY CITY,8,Housing Choice Vouchers,3,NA,NJ ATLANTIC CITY CITY,3402080,1412,90,1075,85,8,6,2.0,2163,381,809,15531,7719,8,17,30,14,32,26,4,60,23,92,71,1,34,75,32,28,52,22,2,44,20,35,2,82,67,0,3,18,2,9,1,12,1,23,95,63,139,47,27,26,13,36,84,20,NA,NA,02080,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402080 ATLANTIC CITY CITY,8,Project Based Section 8,5,NA,NJ ATLANTIC CITY CITY,3402080,1954,92,1861,100,7,7,1.7,3224,347,998,14918,8611,9,11,39,14,27,23,3,66,23,93,73,1,31,70,30,19,17,12,3,37,12,48,4,90,49,1,6,7,3,12,18,34,1,-1,125,87,90,51,33,16,16,47,92,15,NA,NA,02080,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402110 ATLANTIC HIGHLANDS BOROUGH,8,Summary of All HUD Programs,1,NA,NJ ATLANTIC HIGHLANDS BOROUGH,3402110,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02110,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402110 ATLANTIC HIGHLANDS BOROUGH,8,Housing Choice Vouchers,3,NA,NJ ATLANTIC HIGHLANDS BOROUGH,3402110,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02110,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402200 AUDUBON BOROUGH,8,Summary of All HUD Programs,1,NA,NJ AUDUBON BOROUGH,3402200,138,97,132,99,6,11,1.0,138,402,959,18146,17357,-1,4,37,28,31,1,-1,99,25,95,77,-1,-1,67,-1,89,4,10,-1,2,5,93,20,26,14,-1,2,70,2,2,6,10,1,-1,89,100,45,98,2,1,1,6,5,51,NA,NA,02200,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402200 AUDUBON BOROUGH,8,Housing Choice Vouchers,3,NA,NJ AUDUBON BOROUGH,3402200,15,92,13,97,7,-1,1.2,16,407,980,15646,12713,-1,15,62,8,15,8,-1,92,21,92,92,-1,-1,54,-1,86,67,69,-1,15,38,46,-1,77,54,-1,-1,23,15,8,-1,23,8,-1,115,100,73,77,15,8,8,3,7,67,NA,NA,02200,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402200 AUDUBON BOROUGH,8,Project Based Section 8,5,NA,NJ AUDUBON BOROUGH,3402200,123,98,119,99,6,12,1.0,122,402,957,18419,17966,-1,3,34,30,33,-1,-1,100,26,96,75,-1,-1,68,-1,100,1,2,-1,1,1,98,23,20,9,-1,3,76,-1,2,7,8,0,-1,86,100,42,100,-1,-1,-1,6,5,49,NA,NA,02200,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402350 AVENEL CDP,8,Summary of All HUD Programs,1,NA,NJ AVENEL CDP,3402350,225,95,224,100,6,8,2.2,493,693,944,27161,12341,4,5,17,10,63,48,1,47,25,94,71,1,45,86,45,28,47,23,3,52,25,21,4,77,50,-1,1,23,4,22,0,26,0,17,129,100,122,39,35,26,4,11,57,40,NA,NA,02350,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402350 AVENEL CDP,8,Housing Choice Vouchers,3,NA,NJ AVENEL CDP,3402350,225,95,224,100,6,8,2.2,493,693,944,27161,12341,4,5,17,10,63,48,1,47,25,94,71,1,45,86,45,28,47,23,3,52,25,21,4,77,50,-1,1,23,4,22,0,26,0,17,129,100,122,39,35,26,4,11,57,40,NA,NA,02350,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402440 AVON-BY-THE-SEA BOROUGH,8,Summary of All HUD Programs,1,NA,NJ AVON-BY-THE-SEA BOROUGH,3402440,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02440,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402440 AVON-BY-THE-SEA BOROUGH,8,Housing Choice Vouchers,3,NA,NJ AVON-BY-THE-SEA BOROUGH,3402440,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02440,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402880 BARCLAY CDP,8,Summary of All HUD Programs,1,NA,NJ BARCLAY CDP,3402880,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02880,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3402880 BARCLAY CDP,8,Housing Choice Vouchers,3,NA,NJ BARCLAY CDP,3402880,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02880,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403040 BARNEGAT CDP,8,Summary of All HUD Programs,1,NA,NJ BARNEGAT CDP,3403040,19,94,18,100,5,6,2.4,44,375,987,13578,5555,25,-1,25,25,25,39,-1,39,13,100,89,-1,44,94,44,33,-1,18,11,61,28,-1,-1,72,44,-1,-1,28,6,22,-1,28,6,21,106,100,186,22,39,39,17,11,12,67,NA,NA,03040,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403040 BARNEGAT CDP,8,Housing Choice Vouchers,3,NA,NJ BARNEGAT CDP,3403040,19,94,18,100,5,6,2.4,44,375,987,13578,5555,25,-1,25,25,25,39,-1,39,13,100,89,-1,44,94,44,33,-1,18,11,61,28,-1,-1,72,44,-1,-1,28,6,22,-1,28,6,21,106,100,186,22,39,39,17,11,12,67,NA,NA,03040,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403130 BARNEGAT LIGHT BOROUGH,8,Summary of All HUD Programs,1,NA,NJ BARNEGAT LIGHT BOROUGH,3403130,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,03130,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403130 BARNEGAT LIGHT BOROUGH,8,Housing Choice Vouchers,3,NA,NJ BARNEGAT LIGHT BOROUGH,3403130,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,03130,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403250 BARRINGTON BOROUGH,8,Summary of All HUD Programs,1,NA,NJ BARRINGTON BOROUGH,3403250,16,93,14,97,10,-1,1.3,18,498,1012,15902,12368,7,7,50,14,21,14,-1,86,21,100,79,-1,14,64,14,67,88,61,-1,36,7,57,7,64,43,-1,-1,36,7,14,-1,21,0,-1,117,100,81,64,36,-1,21,6,13,58,NA,NA,03250,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403250 BARRINGTON BOROUGH,8,Housing Choice Vouchers,3,NA,NJ BARRINGTON BOROUGH,3403250,16,93,14,97,10,-1,1.3,18,498,1012,15902,12368,7,7,50,14,21,14,-1,86,21,100,79,-1,14,64,14,67,88,61,-1,36,7,57,7,64,43,-1,-1,36,7,14,-1,21,0,-1,117,100,81,64,36,-1,21,6,13,58,NA,NA,03250,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403520 BAY HEAD BOROUGH,8,Summary of All HUD Programs,1,NA,NJ BAY HEAD BOROUGH,3403520,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,03520,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403520 BAY HEAD BOROUGH,8,Housing Choice Vouchers,3,NA,NJ BAY HEAD BOROUGH,3403520,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,03520,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403580 BAYONNE CITY,8,Summary of All HUD Programs,1,NA,NJ BAYONNE CITY,3403580,2249,93,2288,100,6,9,1.9,4396,457,853,19148,9966,5,10,35,15,35,30,2,67,21,95,79,6,22,69,22,33,42,23,1,32,22,45,4,56,18,0,1,42,2,34,1,36,0,38,141,36,103,53,29,18,10,19,45,12,NA,NA,03580,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403580 BAYONNE CITY,8,Public Housing,2,NA,NJ BAYONNE CITY,3403580,1268,95,1199,99,6,8,1.9,2337,473,385,19995,10259,5,9,35,15,37,33,1,65,22,95,77,8,18,65,18,26,37,19,1,27,20,51,5,51,14,0,2,49,1,34,0,35,0,51,158,-1,-1,56,28,16,6,20,46,11,NA,NA,03580,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403580 BAYONNE CITY,8,Housing Choice Vouchers,3,NA,NJ BAYONNE CITY,3403580,585,87,698,100,6,10,2.2,1512,477,1537,19397,8954,7,12,29,14,38,31,3,63,21,96,78,3,35,81,34,38,71,28,2,46,27,25,2,72,30,0,1,28,4,37,0,41,1,20,119,98,112,36,36,28,16,14,45,13,NA,NA,03580,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403580 BAYONNE CITY,8,Project Based Section 8,5,NA,NJ BAYONNE CITY,3403580,396,95,391,100,6,10,1.4,547,376,1427,16103,11511,4,11,45,17,22,18,1,80,19,96,87,2,10,60,10,46,36,29,1,20,18,62,7,45,10,-1,2,46,1,30,3,33,0,-1,125,37,61,77,16,7,8,19,43,14,NA,NA,03580,NA,NA,NJ,NA,NA
31-Dec-22,City,NJ New Jersey,3403940 BEACH HAVEN BOROUGH,8,Summary of All HUD Programs,1,NA,NJ BEACH HAVEN BOROUGH,3403940,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,03940,NA,NA,NJ,NA,NA
