Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-20,City,NJ New Jersey,3401030 ALPHA BOROUGH,8,Summary of All HUD Programs,1,NA,NJ ALPHA BOROUGH,3401030,30,97,29,100,5,3,2.0,59,428,732,17054,8382,7,21,28,21,24,17,-1,83,21,93,83,-1,31,83,31,32,60,25,-1,41,24,34,17,7,3,-1,-1,93,-1,3,-1,3,0,-1,118,97,136,38,52,10,17,5,11,66,NA,NA,01030,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401030 ALPHA BOROUGH,8,Housing Choice Vouchers,3,NA,NJ ALPHA BOROUGH,3401030,30,97,29,100,5,3,2.0,59,428,732,17054,8382,7,21,28,21,24,17,-1,83,21,93,83,-1,31,83,31,32,60,25,-1,41,24,34,17,7,3,-1,-1,93,-1,3,-1,3,0,-1,118,97,136,38,52,10,17,5,11,66,NA,NA,01030,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401480 ANNANDALE CDP,8,Summary of All HUD Programs,1,NA,NJ ANNANDALE CDP,3401480,21,89,20,100,5,5,1.5,29,436,1028,18415,12700,-1,16,32,11,42,10,-1,85,21,100,85,-1,20,80,20,50,60,41,-1,35,15,50,10,10,-1,-1,-1,90,-1,10,-1,10,0,12,103,100,183,50,40,10,25,2,24,90,NA,NA,01480,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401480 ANNANDALE CDP,8,Housing Choice Vouchers,3,NA,NJ ANNANDALE CDP,3401480,21,89,20,100,5,5,1.5,29,436,1028,18415,12700,-1,16,32,11,42,10,-1,85,21,100,85,-1,20,80,20,50,60,41,-1,35,15,50,10,10,-1,-1,-1,90,-1,10,-1,10,0,12,103,100,183,50,40,10,25,2,24,90,NA,NA,01480,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401900 ASBURY CDP,8,Summary of All HUD Programs,1,NA,NJ ASBURY CDP,3401900,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01900,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401900 ASBURY CDP,8,Housing Choice Vouchers,3,NA,NJ ASBURY CDP,3401900,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01900,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,Summary of All HUD Programs,1,NA,NJ ASBURY PARK CITY,3401960,1901,89,1295,93,7,8,1.8,2271,441,1012,17974,10249,5,19,27,15,34,22,1,74,22,95,78,1,24,70,22,26,26,17,1,30,15,54,7,69,60,0,1,30,1,5,2,8,0,20,123,68,83,64,19,17,9,28,79,28,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,Public Housing,2,NA,NJ ASBURY PARK CITY,3401960,274,89,95,39,13,7,1.3,125,337,942,14959,11369,3,34,32,16,16,14,2,84,20,97,91,-1,5,62,3,48,38,31,1,7,20,72,9,93,86,-1,1,7,2,2,1,5,1,27,145,-1,-1,80,16,4,6,21,79,47,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,Housing Choice Vouchers,3,NA,NJ ASBURY PARK CITY,3401960,843,89,725,97,6,8,2.0,1436,442,1003,17906,9040,6,20,25,15,34,24,1,71,21,97,79,1,30,78,28,29,34,19,1,36,18,44,6,68,58,0,0,32,2,8,0,10,0,19,131,66,123,56,21,22,10,26,78,28,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,Project Based Section 8,5,NA,NJ ASBURY PARK CITY,3401960,428,91,406,100,7,10,1.6,634,384,1051,16327,10456,5,16,34,16,29,21,1,73,20,97,82,0,21,62,20,14,19,11,1,29,10,60,5,73,66,1,0,25,0,0,5,5,0,-1,117,100,37,69,19,12,9,38,83,17,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,S236/BMIR,7,NA,NJ ASBURY PARK CITY,3401960,344,-5,61,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401960 ASBURY PARK CITY,8,811/PRAC,9,NA,NJ ASBURY PARK CITY,3401960,11,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01960,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401990 ASHLAND CDP,8,Summary of All HUD Programs,1,NA,NJ ASHLAND CDP,3401990,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01990,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3401990 ASHLAND CDP,8,Housing Choice Vouchers,3,NA,NJ ASHLAND CDP,3401990,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,01990,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402080 ATLANTIC CITY CITY,8,Summary of All HUD Programs,1,NA,NJ ATLANTIC CITY CITY,3402080,4841,91,4281,97,7,8,1.8,7618,325,916,13906,7815,7,26,33,15,20,16,2,75,22,96,78,1,28,69,27,35,40,23,3,37,20,41,3,87,61,1,4,12,3,10,8,21,1,23,116,64,112,56,26,18,12,42,88,16,NA,NA,02080,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402080 ATLANTIC CITY CITY,8,Public Housing,2,NA,NJ ATLANTIC CITY CITY,3402080,1600,94,1462,97,7,6,1.7,2449,311,1003,13661,8155,6,29,33,14,18,14,2,76,22,95,79,1,20,64,19,54,67,38,1,33,29,37,2,88,74,0,1,12,3,8,1,12,1,28,127,32,139,62,22,15,8,39,85,13,NA,NA,02080,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402080 ATLANTIC CITY CITY,8,Housing Choice Vouchers,3,NA,NJ ATLANTIC CITY CITY,3402080,1285,82,1001,95,6,10,2.0,2005,382,777,15594,7785,6,21,27,18,28,22,3,69,24,94,71,1,34,74,32,28,53,22,1,44,19,36,3,80,65,0,3,20,2,9,2,13,1,17,94,70,137,50,25,25,12,36,86,18,NA,NA,02080,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402080 ATLANTIC CITY CITY,8,Project Based Section 8,5,NA,NJ ATLANTIC CITY CITY,3402080,1952,96,1814,97,7,8,1.7,3160,306,924,13190,7572,8,25,35,13,19,15,2,79,21,97,81,1,31,70,30,21,17,12,4,36,12,48,4,89,49,1,6,8,4,12,17,33,1,-1,120,86,92,54,30,15,14,49,92,18,NA,NA,02080,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402080 ATLANTIC CITY CITY,8,811/PRAC,9,NA,NJ ATLANTIC CITY CITY,3402080,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02080,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402110 ATLANTIC HIGHLANDS BOROUGH,8,Summary of All HUD Programs,1,NA,NJ ATLANTIC HIGHLANDS BOROUGH,3402110,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02110,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402110 ATLANTIC HIGHLANDS BOROUGH,8,Housing Choice Vouchers,3,NA,NJ ATLANTIC HIGHLANDS BOROUGH,3402110,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02110,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402200 AUDUBON BOROUGH,8,Summary of All HUD Programs,1,NA,NJ AUDUBON BOROUGH,3402200,134,98,129,98,7,7,1.1,138,388,729,17582,16435,-1,13,31,24,32,2,-1,98,26,95,68,-1,1,67,-1,78,4,9,-1,3,4,93,23,20,11,-1,2,77,1,2,4,7,0,-1,104,100,41,98,2,1,1,7,5,48,NA,NA,02200,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402200 AUDUBON BOROUGH,8,Housing Choice Vouchers,3,NA,NJ AUDUBON BOROUGH,3402200,11,98,11,99,5,-1,1.4,15,409,875,15255,11187,-1,45,27,-1,27,18,-1,82,21,100,82,-1,9,55,-1,71,75,60,-1,18,45,36,-1,73,64,-1,-1,27,9,-1,-1,9,0,-1,85,100,73,73,18,9,9,5,7,70,NA,NA,02200,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402200 AUDUBON BOROUGH,8,Project Based Section 8,5,NA,NJ AUDUBON BOROUGH,3402200,123,98,118,98,7,8,1.0,123,386,716,17799,17075,-1,10,31,26,32,-1,-1,100,27,95,67,-1,-1,69,-1,100,2,3,-1,2,-1,98,25,15,6,-1,3,81,-1,3,4,7,0,-1,105,100,38,100,-1,-1,-1,7,5,46,NA,NA,02200,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402350 AVENEL CDP,8,Summary of All HUD Programs,1,NA,NJ AVENEL CDP,3402350,189,101,205,100,4,6,2.3,464,627,891,24987,11040,2,10,18,15,54,35,-1,64,25,95,69,1,44,87,43,31,38,23,1,52,25,21,3,74,45,-1,0,26,3,25,1,29,0,44,136,100,115,36,35,29,6,9,57,40,NA,NA,02350,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402350 AVENEL CDP,8,Housing Choice Vouchers,3,NA,NJ AVENEL CDP,3402350,189,101,205,100,4,6,2.3,464,627,891,24987,11040,2,10,18,15,54,35,-1,64,25,95,69,1,44,87,43,31,38,23,1,52,25,21,3,74,45,-1,0,26,3,25,1,29,0,44,136,100,115,36,35,29,6,9,57,40,NA,NA,02350,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402440 AVON-BY-THE-SEA BOROUGH,8,Summary of All HUD Programs,1,NA,NJ AVON-BY-THE-SEA BOROUGH,3402440,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02440,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402440 AVON-BY-THE-SEA BOROUGH,8,Housing Choice Vouchers,3,NA,NJ AVON-BY-THE-SEA BOROUGH,3402440,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02440,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402880 BARCLAY CDP,8,Summary of All HUD Programs,1,NA,NJ BARCLAY CDP,3402880,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02880,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3402880 BARCLAY CDP,8,Housing Choice Vouchers,3,NA,NJ BARCLAY CDP,3402880,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,02880,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403040 BARNEGAT CDP,8,Summary of All HUD Programs,1,NA,NJ BARNEGAT CDP,3403040,20,96,20,100,5,10,2.5,50,517,919,18462,7385,16,11,26,11,37,35,-1,55,20,100,65,5,40,95,40,33,100,22,5,50,35,10,-1,65,45,-1,-1,35,5,15,-1,20,5,15,86,100,179,20,45,35,15,10,13,69,NA,NA,03040,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403040 BARNEGAT CDP,8,Housing Choice Vouchers,3,NA,NJ BARNEGAT CDP,3403040,20,96,20,100,5,10,2.5,50,517,919,18462,7385,16,11,26,11,37,35,-1,55,20,100,65,5,40,95,40,33,100,22,5,50,35,10,-1,65,45,-1,-1,35,5,15,-1,20,5,15,86,100,179,20,45,35,15,10,13,69,NA,NA,03040,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403130 BARNEGAT LIGHT BOROUGH,8,Summary of All HUD Programs,1,NA,NJ BARNEGAT LIGHT BOROUGH,3403130,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,03130,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403130 BARNEGAT LIGHT BOROUGH,8,Housing Choice Vouchers,3,NA,NJ BARNEGAT LIGHT BOROUGH,3403130,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,03130,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403250 BARRINGTON BOROUGH,8,Summary of All HUD Programs,1,NA,NJ BARRINGTON BOROUGH,3403250,15,98,15,99,7,7,1.3,20,380,904,12989,9742,13,13,47,7,20,13,7,80,19,100,87,-1,20,60,20,56,83,50,-1,33,27,40,7,60,40,-1,-1,40,7,13,-1,20,0,6,99,93,85,60,40,-1,20,7,13,63,NA,NA,03250,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403250 BARRINGTON BOROUGH,8,Housing Choice Vouchers,3,NA,NJ BARRINGTON BOROUGH,3403250,15,98,15,99,7,7,1.3,20,380,904,12989,9742,13,13,47,7,20,13,7,80,19,100,87,-1,20,60,20,56,83,50,-1,33,27,40,7,60,40,-1,-1,40,7,13,-1,20,0,6,99,93,85,60,40,-1,20,7,13,63,NA,NA,03250,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403520 BAY HEAD BOROUGH,8,Summary of All HUD Programs,1,NA,NJ BAY HEAD BOROUGH,3403520,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,03520,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403520 BAY HEAD BOROUGH,8,Housing Choice Vouchers,3,NA,NJ BAY HEAD BOROUGH,3403520,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,03520,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403580 BAYONNE CITY,8,Summary of All HUD Programs,1,NA,NJ BAYONNE CITY,3403580,2116,97,2230,100,6,3,2.0,4380,424,897,17706,9015,5,20,29,13,32,25,1,72,23,95,77,6,23,70,23,31,42,22,1,34,21,43,5,56,19,0,1,43,1,35,0,36,0,71,143,34,104,53,29,18,8,18,45,12,NA,NA,03580,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403580 BAYONNE CITY,8,Public Housing,2,NA,NJ BAYONNE CITY,3403580,1268,97,1227,100,6,3,2.0,2485,429,647,18323,9047,4,19,29,13,35,26,1,71,23,95,77,8,19,66,19,27,36,18,1,30,21,48,5,52,15,0,1,48,1,34,0,35,0,80,158,-1,-1,55,29,16,4,19,46,11,NA,NA,03580,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403580 BAYONNE CITY,8,Housing Choice Vouchers,3,NA,NJ BAYONNE CITY,3403580,450,97,647,100,5,2,2.1,1391,465,1502,18284,8505,5,20,25,14,36,28,3,66,23,95,74,4,37,82,36,33,70,26,2,49,25,23,2,72,31,-1,1,28,2,38,0,41,0,45,116,97,115,37,36,27,14,14,45,13,NA,NA,03580,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403580 BAYONNE CITY,8,Mod Rehab,4,NA,NJ BAYONNE CITY,3403580,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,NA,03580,NA,NA,NJ,NA,NA
31-Dec-20,City,NJ New Jersey,3403580 BAYONNE CITY,8,Project Based Section 8,5,NA,NJ BAYONNE CITY,3403580,396,96,353,93,6,4,1.4,500,335,1004,14543,10268,6,25,39,12,18,13,1,86,20,97,86,1,11,62,11,45,39,30,1,19,15,64,8,44,9,-1,2,51,-1,31,2,33,0,-1,136,38,52,75,18,7,9,18,43,13,NA,NA,03580,NA,NA,NJ,NA,NA
